Setting,Scenario,Protocol,BottleneckMbps,BaseOwdMs,Flows,SinkPort,Goodput_Mbps,Util,Delay_ms,Jitter_ms,Loss_pct,Jain,Source
udp_burst,congested_heavy,TcpBbr,500.0,0.009,3,49153/5000,272.47,0.5449,0.8552,0.0066,0.0263,0.9992,comparison-udp/congested_heavy_TcpBbr.flowmonitor
udp_burst,congested_heavy,TcpCubic,500.0,0.009,3,49153/5000,273.55,0.5471,0.8565,0.0052,0.0316,0.9971,comparison-udp/congested_heavy_TcpCubic.flowmonitor
udp_burst,congested_heavy,TcpNewReno,500.0,0.009,3,49153/5000,267.6,0.5352,0.829,0.0104,0.0261,0.9925,comparison-udp/congested_heavy_TcpNewReno.flowmonitor
udp_burst,congested_heavy,TcpSwift,500.0,0.009,3,49153/5000,282.08,0.5642,0.864,0.0064,0.0254,0.9996,comparison-udp/congested_heavy_TcpSwift.flowmonitor
udp_burst,congested_light,TcpBbr,5000.0,0.009,3,49153/5000,2722.35,0.5445,0.0838,0.0004,0.0236,0.9988,comparison-udp/congested_light_TcpBbr.flowmonitor
udp_burst,congested_light,TcpCubic,5000.0,0.009,3,49153/5000,2941.2,0.5882,0.105,0.0002,0.0396,0.9998,comparison-udp/congested_light_TcpCubic.flowmonitor
udp_burst,congested_light,TcpNewReno,5000.0,0.009,3,49153/5000,2774.08,0.5548,0.0893,0.001,0.0286,0.9995,comparison-udp/congested_light_TcpNewReno.flowmonitor
udp_burst,congested_light,TcpSwift,5000.0,0.009,3,49153/5000,3025.15,0.605,0.0865,0.0004,0.0284,0.9982,comparison-udp/congested_light_TcpSwift.flowmonitor
udp_burst,congested_medium,TcpBbr,2000.0,0.009,3,49153/5000,1201.75,0.6009,0.2446,0.0026,0.0354,0.9997,comparison-udp/congested_medium_TcpBbr.flowmonitor
udp_burst,congested_medium,TcpCubic,2000.0,0.009,3,49153/5000,1173.43,0.5867,0.239,0.0013,0.0304,0.9991,comparison-udp/congested_medium_TcpCubic.flowmonitor
udp_burst,congested_medium,TcpNewReno,2000.0,0.009,3,49153/5000,1138.79,0.5694,0.2156,0.0021,0.0282,0.9969,comparison-udp/congested_medium_TcpNewReno.flowmonitor
udp_burst,congested_medium,TcpSwift,2000.0,0.009,3,49153/5000,1234.5,0.6173,0.242,0.002,0.0337,0.9999,comparison-udp/congested_medium_TcpSwift.flowmonitor
udp_burst,cross_dc_wan,TcpBbr,1000.0,5.02,3,49153/5000,587.03,0.587,5.4771,0.0316,0.0245,0.9985,comparison-udp/cross_dc_wan_TcpBbr.flowmonitor
udp_burst,cross_dc_wan,TcpCubic,1000.0,5.02,3,49153/5000,611.63,0.6116,5.5203,0.0215,0.0386,0.9973,comparison-udp/cross_dc_wan_TcpCubic.flowmonitor
udp_burst,cross_dc_wan,TcpNewReno,1000.0,5.02,3,49153/5000,566.98,0.567,5.486,0.0233,0.0234,0.9958,comparison-udp/cross_dc_wan_TcpNewReno.flowmonitor
udp_burst,cross_dc_wan,TcpSwift,1000.0,5.02,3,49153/5000,636.13,0.6361,5.4707,0.0219,0.0205,0.9973,comparison-udp/cross_dc_wan_TcpSwift.flowmonitor
udp_burst,cross_pod_10g,TcpBbr,10000.0,0.06,3,49153/5000,5842.24,0.5842,0.1019,0.0004,0.0207,0.9999,comparison-udp/cross_pod_10g_TcpBbr.flowmonitor
udp_burst,cross_pod_10g,TcpCubic,10000.0,0.06,3,49153/5000,5834.18,0.5834,0.1022,0.0013,0.0245,0.9996,comparison-udp/cross_pod_10g_TcpCubic.flowmonitor
udp_burst,cross_pod_10g,TcpNewReno,10000.0,0.06,3,49153/5000,5781.97,0.5782,0.1045,0.001,0.0225,0.9961,comparison-udp/cross_pod_10g_TcpNewReno.flowmonitor
udp_burst,cross_pod_10g,TcpSwift,10000.0,0.06,3,49153/5000,6096.7,0.6097,0.1039,0.001,0.0213,0.9994,comparison-udp/cross_pod_10g_TcpSwift.flowmonitor
udp_burst,cross_pod_20g,TcpBbr,20000.0,0.06,3,49153/5000,11242.26,0.5621,0.0771,0.0008,0.0261,0.9995,comparison-udp/cross_pod_20g_TcpBbr.flowmonitor
udp_burst,cross_pod_20g,TcpCubic,20000.0,0.06,3,49153/5000,11337.58,0.5669,0.0817,0.0008,0.0286,0.9991,comparison-udp/cross_pod_20g_TcpCubic.flowmonitor
udp_burst,cross_pod_20g,TcpNewReno,20000.0,0.06,3,49153/5000,11272.63,0.5636,0.0842,0.0008,0.0175,0.9996,comparison-udp/cross_pod_20g_TcpNewReno.flowmonitor
udp_burst,cross_pod_20g,TcpSwift,20000.0,0.06,3,49153/5000,11626.8,0.5813,0.0788,0.0007,0.027,1.0,comparison-udp/cross_pod_20g_TcpSwift.flowmonitor
udp_burst,dc_100g,TcpBbr,100000.0,0.004,3,49153/5000,60783.4,0.6078,0.0086,0.0001,0.0296,0.9993,comparison-udp/dc_100g_TcpBbr.flowmonitor
udp_burst,dc_100g,TcpCubic,100000.0,0.004,3,49153/5000,61522.57,0.6152,0.0091,0.0,0.0288,0.9978,comparison-udp/dc_100g_TcpCubic.flowmonitor
udp_burst,dc_100g,TcpNewReno,100000.0,0.004,3,49153/5000,59346.53,0.5935,0.0086,0.0,0.0212,0.999,comparison-udp/dc_100g_TcpNewReno.flowmonitor
udp_burst,dc_100g,TcpSwift,100000.0,0.004,3,49153/5000,62912.5,0.6291,0.0087,0.0,0.0285,1.0,comparison-udp/dc_100g_TcpSwift.flowmonitor
udp_burst,dc_100m,TcpBbr,100.0,0.009,3,49153/5000,58.41,0.5841,4.229,0.0174,0.0284,0.9975,comparison-udp/dc_100m_TcpBbr.flowmonitor
udp_burst,dc_100m,TcpCubic,100.0,0.009,3,49153/5000,59.9,0.599,4.8316,0.053,0.0247,0.9997,comparison-udp/dc_100m_TcpCubic.flowmonitor
udp_burst,dc_100m,TcpNewReno,100.0,0.009,3,49153/5000,57.36,0.5736,4.362,0.0518,0.0237,0.9984,comparison-udp/dc_100m_TcpNewReno.flowmonitor
udp_burst,dc_100m,TcpSwift,100.0,0.009,3,49153/5000,61.71,0.6171,4.2242,0.0496,0.0221,1.0,comparison-udp/dc_100m_TcpSwift.flowmonitor
udp_burst,dc_500m,TcpBbr,500.0,0.009,3,49153/5000,284.04,0.5681,0.8622,0.008,0.025,0.9988,comparison-udp/dc_500m_TcpBbr.flowmonitor
udp_burst,dc_500m,TcpCubic,500.0,0.009,3,49153/5000,295.7,0.5914,0.9568,0.0045,0.0346,0.9986,comparison-udp/dc_500m_TcpCubic.flowmonitor
udp_burst,dc_500m,TcpNewReno,500.0,0.009,3,49153/5000,283.85,0.5677,0.8901,0.0111,0.0204,0.9988,comparison-udp/dc_500m_TcpNewReno.flowmonitor
udp_burst,dc_500m,TcpSwift,500.0,0.009,3,49153/5000,310.23,0.6205,0.9077,0.0073,0.0233,0.9999,comparison-udp/dc_500m_TcpSwift.flowmonitor
udp_burst,dc_oversub_10to1,TcpBbr,1000.0,0.009,3,49153/5000,600.24,0.6002,0.4781,0.0045,0.0252,0.9999,comparison-udp/dc_oversub_10to1_TcpBbr.flowmonitor
udp_burst,dc_oversub_10to1,TcpCubic,1000.0,0.009,3,49153/5000,584.92,0.5849,0.4663,0.0054,0.0271,0.9998,comparison-udp/dc_oversub_10to1_TcpCubic.flowmonitor
udp_burst,dc_oversub_10to1,TcpNewReno,1000.0,0.009,3,49153/5000,586.42,0.5864,0.461,0.0022,0.0221,0.9992,comparison-udp/dc_oversub_10to1_TcpNewReno.flowmonitor
udp_burst,dc_oversub_10to1,TcpSwift,1000.0,0.009,3,49153/5000,632.59,0.6326,0.4495,0.0047,0.0241,0.9999,comparison-udp/dc_oversub_10to1_TcpSwift.flowmonitor
udp_burst,intra_rack_10g,TcpBbr,10000.0,0.004,3,49153/5000,5959.25,0.5959,0.0485,0.0002,0.0349,0.9992,comparison-udp/intra_rack_10g_TcpBbr.flowmonitor
udp_burst,intra_rack_10g,TcpCubic,10000.0,0.004,3,49153/5000,6033.14,0.6033,0.0541,0.0006,0.0342,0.9982,comparison-udp/intra_rack_10g_TcpCubic.flowmonitor
udp_burst,intra_rack_10g,TcpNewReno,10000.0,0.004,3,49153/5000,5738.12,0.5738,0.0476,0.0003,0.0236,0.9988,comparison-udp/intra_rack_10g_TcpNewReno.flowmonitor
udp_burst,intra_rack_10g,TcpSwift,10000.0,0.004,3,49153/5000,6264.17,0.6264,0.0477,0.0003,0.0332,0.9997,comparison-udp/intra_rack_10g_TcpSwift.flowmonitor
udp_burst,intra_rack_25g,TcpBbr,25000.0,0.004,3,49153/5000,14196.82,0.5679,0.0197,0.0001,0.0305,0.9997,comparison-udp/intra_rack_25g_TcpBbr.flowmonitor
udp_burst,intra_rack_25g,TcpCubic,25000.0,0.004,3,49153/5000,14814.34,0.5926,0.0232,0.0003,0.0303,0.9999,comparison-udp/intra_rack_25g_TcpCubic.flowmonitor
udp_burst,intra_rack_25g,TcpNewReno,25000.0,0.004,3,49153/5000,14109.29,0.5644,0.0203,0.0002,0.0214,0.9992,comparison-udp/intra_rack_25g_TcpNewReno.flowmonitor
udp_burst,intra_rack_25g,TcpSwift,25000.0,0.004,3,49153/5000,15688.16,0.6275,0.02,0.0002,0.0287,0.9997,comparison-udp/intra_rack_25g_TcpSwift.flowmonitor
udp_burst,leaf_spine_20g,TcpBbr,20000.0,0.009,3,49153/5000,11694.56,0.5847,0.0296,0.0004,0.0326,0.9985,comparison-udp/leaf_spine_20g_TcpBbr.flowmonitor
udp_burst,leaf_spine_20g,TcpCubic,20000.0,0.009,3,49153/5000,12176.33,0.6088,0.0338,0.0003,0.0368,0.9994,comparison-udp/leaf_spine_20g_TcpCubic.flowmonitor
udp_burst,leaf_spine_20g,TcpNewReno,20000.0,0.009,3,49153/5000,11723.3,0.5862,0.0314,0.0001,0.026,0.9999,comparison-udp/leaf_spine_20g_TcpNewReno.flowmonitor
udp_burst,leaf_spine_20g,TcpSwift,20000.0,0.009,3,49153/5000,12658.85,0.6329,0.0303,0.0003,0.0306,0.9998,comparison-udp/leaf_spine_20g_TcpSwift.flowmonitor
udp_burst,leaf_spine_50g,TcpBbr,50000.0,0.009,3,49153/5000,29374.34,0.5875,0.0179,0.0001,0.0351,0.9999,comparison-udp/leaf_spine_50g_TcpBbr.flowmonitor
udp_burst,leaf_spine_50g,TcpCubic,50000.0,0.009,3,49153/5000,29026.96,0.5805,0.018,0.0001,0.0293,0.999,comparison-udp/leaf_spine_50g_TcpCubic.flowmonitor
udp_burst,leaf_spine_50g,TcpNewReno,50000.0,0.009,3,49153/5000,27727.19,0.5545,0.0176,0.0001,0.0227,0.9977,comparison-udp/leaf_spine_50g_TcpNewReno.flowmonitor
udp_burst,leaf_spine_50g,TcpSwift,50000.0,0.009,3,49153/5000,30039.63,0.6008,0.0182,0.0001,0.0242,0.9997,comparison-udp/leaf_spine_50g_TcpSwift.flowmonitor
udp_burst,lte_good,TcpBbr,50.0,30.0,3,49153/5000,27.32,0.5465,37.5074,0.1728,0.0217,0.9993,comparison-udp/lte_good_TcpBbr.flowmonitor
udp_burst,lte_good,TcpCubic,50.0,30.0,3,49153/5000,28.35,0.5671,39.3223,0.4036,0.0209,0.9973,comparison-udp/lte_good_TcpCubic.flowmonitor
udp_burst,lte_good,TcpNewReno,50.0,30.0,3,49153/5000,27.48,0.5495,38.9928,0.3305,0.0302,0.9933,comparison-udp/lte_good_TcpNewReno.flowmonitor
udp_burst,lte_good,TcpSwift,50.0,30.0,3,49153/5000,29.08,0.5817,38.5491,0.3022,0.0244,0.9979,comparison-udp/lte_good_TcpSwift.flowmonitor
udp_burst,lte_poor,TcpBbr,10.0,70.0,3,49153/5000,5.74,0.5737,122.3284,1.829,0.0309,0.9959,comparison-udp/lte_poor_TcpBbr.flowmonitor
udp_burst,lte_poor,TcpCubic,10.0,70.0,3,49153/5000,5.71,0.5709,123.0465,0.4117,0.0311,1.0,comparison-udp/lte_poor_TcpCubic.flowmonitor
udp_burst,lte_poor,TcpNewReno,10.0,70.0,3,49153/5000,5.34,0.5335,111.634,0.8977,0.0333,1.0,comparison-udp/lte_poor_TcpNewReno.flowmonitor
udp_burst,lte_poor,TcpSwift,10.0,70.0,3,49153/5000,5.93,0.5931,117.5902,0.8105,0.0299,0.9989,comparison-udp/lte_poor_TcpSwift.flowmonitor
udp_burst,mixed_large_flow,TcpBbr,12500.0,0.014,3,49153/5000,7526.56,0.6021,0.0502,0.0002,0.0339,0.9995,comparison-udp/mixed_large_flow_TcpBbr.flowmonitor
udp_burst,mixed_large_flow,TcpCubic,12500.0,0.014,3,49153/5000,7433.61,0.5947,0.0506,0.0003,0.0318,0.9986,comparison-udp/mixed_large_flow_TcpCubic.flowmonitor
udp_burst,mixed_large_flow,TcpNewReno,12500.0,0.014,3,49153/5000,7308.39,0.5847,0.0488,0.0003,0.03,0.9993,comparison-udp/mixed_large_flow_TcpNewReno.flowmonitor
udp_burst,mixed_large_flow,TcpSwift,12500.0,0.014,3,49153/5000,7721.24,0.6177,0.0495,0.0003,0.0325,0.9997,comparison-udp/mixed_large_flow_TcpSwift.flowmonitor
udp_burst,mixed_small_flow,TcpBbr,2000.0,0.014,3,49153/5000,1167.22,0.5836,0.2374,0.0018,0.0314,0.9999,comparison-udp/mixed_small_flow_TcpBbr.flowmonitor
udp_burst,mixed_small_flow,TcpCubic,2000.0,0.014,3,49153/5000,1190.54,0.5953,0.259,0.0015,0.0323,0.9991,comparison-udp/mixed_small_flow_TcpCubic.flowmonitor
udp_burst,mixed_small_flow,TcpNewReno,2000.0,0.014,3,49153/5000,1151.59,0.5758,0.2397,0.0012,0.0253,0.9982,comparison-udp/mixed_small_flow_TcpNewReno.flowmonitor
udp_burst,mixed_small_flow,TcpSwift,2000.0,0.014,3,49153/5000,1216.78,0.6084,0.2364,0.0015,0.0272,0.9993,comparison-udp/mixed_small_flow_TcpSwift.flowmonitor
udp_burst,nr_5g_edge,TcpBbr,100.0,14.0,3,49153/5000,55.7,0.557,18.1759,0.1172,0.0319,0.9988,comparison-udp/nr_5g_edge_TcpBbr.flowmonitor
udp_burst,nr_5g_edge,TcpCubic,100.0,14.0,3,49153/5000,58.28,0.5828,19.3725,0.1958,0.0386,0.9913,comparison-udp/nr_5g_edge_TcpCubic.flowmonitor
udp_burst,nr_5g_edge,TcpNewReno,100.0,14.0,3,49153/5000,55.64,0.5564,19.5612,0.1802,0.0245,0.9972,comparison-udp/nr_5g_edge_TcpNewReno.flowmonitor
udp_burst,nr_5g_edge,TcpSwift,100.0,14.0,3,49153/5000,60.47,0.6047,19.6104,0.1668,0.0284,0.9991,comparison-udp/nr_5g_edge_TcpSwift.flowmonitor
udp_burst,nr_5g_embb,TcpBbr,500.0,7.0,3,49153/5000,269.49,0.539,7.5046,0.0802,0.02,0.9976,comparison-udp/nr_5g_embb_TcpBbr.flowmonitor
udp_burst,nr_5g_embb,TcpCubic,500.0,7.0,3,49153/5000,279.76,0.5595,7.732,0.0368,0.0322,0.9937,comparison-udp/nr_5g_embb_TcpCubic.flowmonitor
udp_burst,nr_5g_embb,TcpNewReno,500.0,7.0,3,49153/5000,270.71,0.5414,8.1051,0.0299,0.0201,0.9954,comparison-udp/nr_5g_embb_TcpNewReno.flowmonitor
udp_burst,nr_5g_embb,TcpSwift,500.0,7.0,3,49153/5000,294.49,0.589,7.4799,0.0346,0.0201,0.994,comparison-udp/nr_5g_embb_TcpSwift.flowmonitor
udp_burst,oversub_2to1_25g,TcpBbr,12500.0,0.009,3,49153/5000,7482.2,0.5986,0.0479,0.0004,0.0248,0.9993,comparison-udp/oversub_2to1_25g_TcpBbr.flowmonitor
udp_burst,oversub_2to1_25g,TcpCubic,12500.0,0.009,3,49153/5000,7482.32,0.5986,0.0486,0.0006,0.0247,0.9996,comparison-udp/oversub_2to1_25g_TcpCubic.flowmonitor
udp_burst,oversub_2to1_25g,TcpNewReno,12500.0,0.009,3,49153/5000,7411.13,0.5929,0.0474,0.0004,0.0302,0.9999,comparison-udp/oversub_2to1_25g_TcpNewReno.flowmonitor
udp_burst,oversub_2to1_25g,TcpSwift,12500.0,0.009,3,49153/5000,7745.12,0.6196,0.0477,0.0004,0.0241,1.0,comparison-udp/oversub_2to1_25g_TcpSwift.flowmonitor
udp_burst,oversub_2to1_50g,TcpBbr,25000.0,0.009,3,49153/5000,14862.86,0.5945,0.0276,0.0001,0.0333,0.9976,comparison-udp/oversub_2to1_50g_TcpBbr.flowmonitor
udp_burst,oversub_2to1_50g,TcpCubic,25000.0,0.009,3,49153/5000,14518.91,0.5808,0.0258,0.0001,0.0337,0.9982,comparison-udp/oversub_2to1_50g_TcpCubic.flowmonitor
udp_burst,oversub_2to1_50g,TcpNewReno,25000.0,0.009,3,49153/5000,14460.89,0.5784,0.0269,0.0003,0.0296,0.9984,comparison-udp/oversub_2to1_50g_TcpNewReno.flowmonitor
udp_burst,oversub_2to1_50g,TcpSwift,25000.0,0.009,3,49153/5000,15425.87,0.617,0.0273,0.0001,0.0301,0.9998,comparison-udp/oversub_2to1_50g_TcpSwift.flowmonitor
udp_burst,oversub_4to1_10g,TcpBbr,2500.0,0.009,3,49153/5000,1459.42,0.5838,0.1971,0.0025,0.0327,0.9968,comparison-udp/oversub_4to1_10g_TcpBbr.flowmonitor
udp_burst,oversub_4to1_10g,TcpCubic,2500.0,0.009,3,49153/5000,1476.05,0.5904,0.2048,0.0021,0.0263,0.9987,comparison-udp/oversub_4to1_10g_TcpCubic.flowmonitor
udp_burst,oversub_4to1_10g,TcpNewReno,2500.0,0.009,3,49153/5000,1460.4,0.5842,0.2085,0.0015,0.0323,0.9978,comparison-udp/oversub_4to1_10g_TcpNewReno.flowmonitor
udp_burst,oversub_4to1_10g,TcpSwift,2500.0,0.009,3,49153/5000,1534.04,0.6136,0.2021,0.002,0.0343,0.9999,comparison-udp/oversub_4to1_10g_TcpSwift.flowmonitor
udp_burst,oversub_4to1_40g,TcpBbr,10000.0,0.009,3,49153/5000,5729.37,0.5729,0.0482,0.0003,0.0294,0.9996,comparison-udp/oversub_4to1_40g_TcpBbr.flowmonitor
udp_burst,oversub_4to1_40g,TcpCubic,10000.0,0.009,3,49153/5000,5755.96,0.5756,0.0488,0.0005,0.0208,0.9979,comparison-udp/oversub_4to1_40g_TcpCubic.flowmonitor
udp_burst,oversub_4to1_40g,TcpNewReno,10000.0,0.009,3,49153/5000,5641.38,0.5641,0.0502,0.0004,0.0171,0.9959,comparison-udp/oversub_4to1_40g_TcpNewReno.flowmonitor
udp_burst,oversub_4to1_40g,TcpSwift,10000.0,0.009,3,49153/5000,5993.98,0.5994,0.0469,0.0004,0.0201,0.9989,comparison-udp/oversub_4to1_40g_TcpSwift.flowmonitor
udp_burst,rdma_like_25g,TcpBbr,25000.0,0.002,3,49153/5000,14817.61,0.5927,0.0193,0.0001,0.0332,0.9985,comparison-udp/rdma_like_25g_TcpBbr.flowmonitor
udp_burst,rdma_like_25g,TcpCubic,25000.0,0.002,3,49153/5000,15168.72,0.6067,0.0211,0.0003,0.03,0.9976,comparison-udp/rdma_like_25g_TcpCubic.flowmonitor
udp_burst,rdma_like_25g,TcpNewReno,25000.0,0.002,3,49153/5000,14281.02,0.5712,0.0186,0.0002,0.0288,0.9969,comparison-udp/rdma_like_25g_TcpNewReno.flowmonitor
udp_burst,rdma_like_25g,TcpSwift,25000.0,0.002,3,49153/5000,15531.9,0.6213,0.0187,0.0002,0.0279,0.9992,comparison-udp/rdma_like_25g_TcpSwift.flowmonitor
udp_burst,rdma_like_50g,TcpBbr,50000.0,0.002,3,49153/5000,28625.46,0.5725,0.0106,0.0001,0.0247,0.9997,comparison-udp/rdma_like_50g_TcpBbr.flowmonitor
udp_burst,rdma_like_50g,TcpCubic,50000.0,0.002,3,49153/5000,29516.3,0.5903,0.0115,0.0001,0.0346,0.9998,comparison-udp/rdma_like_50g_TcpCubic.flowmonitor
udp_burst,rdma_like_50g,TcpNewReno,50000.0,0.002,3,49153/5000,29127.22,0.5825,0.0119,0.0001,0.0352,0.9966,comparison-udp/rdma_like_50g_TcpNewReno.flowmonitor
udp_burst,rdma_like_50g,TcpSwift,50000.0,0.002,3,49153/5000,31021.46,0.6204,0.0116,0.0001,0.0364,0.9995,comparison-udp/rdma_like_50g_TcpSwift.flowmonitor
udp_burst,satellite_geo,TcpBbr,10.0,320.0,3,49153/5000,5.45,0.5447,363.1521,4.1668,0.0326,0.9951,comparison-udp/satellite_geo_TcpBbr.flowmonitor
udp_burst,satellite_geo,TcpCubic,10.0,320.0,3,49153/5000,5.37,0.5372,354.5227,5.297,0.0331,0.9877,comparison-udp/satellite_geo_TcpCubic.flowmonitor
udp_burst,satellite_geo,TcpNewReno,10.0,320.0,3,49153/5000,5.11,0.5105,381.743,2.4107,0.0348,0.9934,comparison-udp/satellite_geo_TcpNewReno.flowmonitor
udp_burst,satellite_geo,TcpSwift,10.0,320.0,3,49153/5000,5.62,0.562,361.4639,3.883,0.0316,0.9967,comparison-udp/satellite_geo_TcpSwift.flowmonitor
udp_burst,satellite_leo,TcpBbr,150.0,29.0,3,49153/5000,86.37,0.5758,32.1254,0.1801,0.0281,0.9984,comparison-udp/satellite_leo_TcpBbr.flowmonitor
udp_burst,satellite_leo,TcpCubic,150.0,29.0,3,49153/5000,88.43,0.5895,32.9294,0.3423,0.0408,0.9955,comparison-udp/satellite_leo_TcpCubic.flowmonitor
udp_burst,satellite_leo,TcpNewReno,150.0,29.0,3,49153/5000,85.03,0.5669,32.5294,0.2439,0.0341,0.993,comparison-udp/satellite_leo_TcpNewReno.flowmonitor
udp_burst,satellite_leo,TcpSwift,150.0,29.0,3,49153/5000,93.12,0.6208,32.1685,0.252,0.0311,0.9985,comparison-udp/satellite_leo_TcpSwift.flowmonitor
udp_burst,symmetric_low,TcpBbr,1000.0,0.03,3,49153/5000,599.94,0.5999,0.5157,0.0024,0.0284,0.9996,comparison-udp/symmetric_low_TcpBbr.flowmonitor
udp_burst,symmetric_low,TcpCubic,1000.0,0.03,3,49153/5000,580.42,0.5804,0.4691,0.0021,0.0329,1.0,comparison-udp/symmetric_low_TcpCubic.flowmonitor
udp_burst,symmetric_low,TcpNewReno,1000.0,0.03,3,49153/5000,589.69,0.5897,0.4878,0.0025,0.032,0.9983,comparison-udp/symmetric_low_TcpNewReno.flowmonitor
udp_burst,symmetric_low,TcpSwift,1000.0,0.03,3,49153/5000,624.07,0.6241,0.4687,0.0023,0.0348,0.9993,comparison-udp/symmetric_low_TcpSwift.flowmonitor
udp_burst,wan_longhaul,TcpBbr,1000.0,26.0,3,49153/5000,546.98,0.547,26.2279,0.3104,0.0269,0.9991,comparison-udp/wan_longhaul_TcpBbr.flowmonitor
udp_burst,wan_longhaul,TcpCubic,1000.0,26.0,3,49153/5000,560.19,0.5602,26.2204,0.2571,0.0321,0.9962,comparison-udp/wan_longhaul_TcpCubic.flowmonitor
udp_burst,wan_longhaul,TcpNewReno,1000.0,26.0,3,49153/5000,524.49,0.5245,27.4719,0.07,0.0195,0.9969,comparison-udp/wan_longhaul_TcpNewReno.flowmonitor
udp_burst,wan_longhaul,TcpSwift,1000.0,26.0,3,49153/5000,573.58,0.5736,26.1729,0.2414,0.0246,0.9993,comparison-udp/wan_longhaul_TcpSwift.flowmonitor
udp_burst,wan_metro,TcpBbr,1000.0,2.2,3,49153/5000,573.08,0.5731,2.6931,0.0256,0.0297,0.9871,comparison-udp/wan_metro_TcpBbr.flowmonitor
udp_burst,wan_metro,TcpCubic,1000.0,2.2,3,49153/5000,571.83,0.5718,2.6247,0.017,0.0325,0.9983,comparison-udp/wan_metro_TcpCubic.flowmonitor
udp_burst,wan_metro,TcpNewReno,1000.0,2.2,3,49153/5000,567.62,0.5676,2.7472,0.0307,0.0331,0.9976,comparison-udp/wan_metro_TcpNewReno.flowmonitor
udp_burst,wan_metro,TcpSwift,1000.0,2.2,3,49153/5000,588.25,0.5882,2.6091,0.0247,0.0288,0.9993,comparison-udp/wan_metro_TcpSwift.flowmonitor
udp_burst,wifi_ac,TcpBbr,400.0,7.0,3,49153/5000,222.28,0.5557,7.7847,0.0755,0.0184,0.9955,comparison-udp/wifi_ac_TcpBbr.flowmonitor
udp_burst,wifi_ac,TcpCubic,400.0,7.0,3,49153/5000,230.55,0.5764,8.2744,0.093,0.029,0.9931,comparison-udp/wifi_ac_TcpCubic.flowmonitor
udp_burst,wifi_ac,TcpNewReno,400.0,7.0,3,49153/5000,227.61,0.569,8.5487,0.0222,0.0198,0.999,comparison-udp/wifi_ac_TcpNewReno.flowmonitor
udp_burst,wifi_ac,TcpSwift,400.0,7.0,3,49153/5000,242.63,0.6066,8.0394,0.0761,0.0168,0.999,comparison-udp/wifi_ac_TcpSwift.flowmonitor
udp_burst,wifi_ax,TcpBbr,600.0,5.0,3,49153/5000,348.97,0.5816,5.6349,0.04,0.0231,0.9987,comparison-udp/wifi_ax_TcpBbr.flowmonitor
udp_burst,wifi_ax,TcpCubic,600.0,5.0,3,49153/5000,362.45,0.6041,5.9882,0.0284,0.0384,0.9981,comparison-udp/wifi_ax_TcpCubic.flowmonitor
udp_burst,wifi_ax,TcpNewReno,600.0,5.0,3,49153/5000,347.98,0.58,5.9319,0.0832,0.0333,0.9984,comparison-udp/wifi_ax_TcpNewReno.flowmonitor
udp_burst,wifi_ax,TcpSwift,600.0,5.0,3,49153/5000,372.31,0.6205,5.9055,0.0417,0.0315,0.998,comparison-udp/wifi_ax_TcpSwift.flowmonitor
udp_burst,wifi_legacy,TcpBbr,10.0,30.0,3,49153/5000,5.35,0.5346,74.6553,0.9496,0.0332,0.9946,comparison-udp/wifi_legacy_TcpBbr.flowmonitor
udp_burst,wifi_legacy,TcpCubic,10.0,30.0,3,49153/5000,5.39,0.5386,75.5891,0.4176,0.033,0.9995,comparison-udp/wifi_legacy_TcpCubic.flowmonitor
udp_burst,wifi_legacy,TcpNewReno,10.0,30.0,3,49153/5000,5.19,0.5194,73.6775,0.4465,0.0342,0.9993,comparison-udp/wifi_legacy_TcpNewReno.flowmonitor
udp_burst,wifi_legacy,TcpSwift,10.0,30.0,3,49153/5000,5.67,0.5673,73.3687,0.4378,0.0313,0.998,comparison-udp/wifi_legacy_TcpSwift.flowmonitor
udp_burst,wifi_n,TcpBbr,50.0,14.0,3,49153/5000,29.01,0.5803,22.5031,0.1784,0.0245,0.999,comparison-udp/wifi_n_TcpBbr.flowmonitor
udp_burst,wifi_n,TcpCubic,50.0,14.0,3,49153/5000,28.94,0.5788,23.9405,0.2922,0.0225,0.9972,comparison-udp/wifi_n_TcpCubic.flowmonitor
udp_burst,wifi_n,TcpNewReno,50.0,14.0,3,49153/5000,27.37,0.5475,22.7683,0.1349,0.0303,0.9979,comparison-udp/wifi_n_TcpNewReno.flowmonitor
udp_burst,wifi_n,TcpSwift,50.0,14.0,3,49153/5000,29.99,0.5998,23.1328,0.1635,0.0257,0.9975,comparison-udp/wifi_n_TcpSwift.flowmonitor
